from,to,value,type,lng1,lat1,lng2,lat2
鎷夎惃,娴疯タ,6.91,move_out,91.111891,29.662557,97.342625,37.373799
鎷夎惃,鎴愰兘,4.79,move_out,91.111891,29.662557,104.067923,30.679943
鎷夎惃,閲嶅簡,2.41,move_out,91.111891,29.662557,106.530635,29.544606
鎷夎惃,鍖椾含,2.05,move_out,91.111891,29.662557,116.395645,39.929986
鎷夎惃,瑗垮畞,1.7,move_out,91.111891,29.662557,101.767921,36.640739
鎷夎惃,涓婃捣,1.06,move_out,91.111891,29.662557,121.487899,31.249162
鎷夎惃,瑗垮畨,1.05,move_out,91.111891,29.662557,108.953098,34.2778
鎷夎惃,鏄嗘槑,0.62,move_out,91.111891,29.662557,102.714601,25.049153
鎷夎惃,閮戝窞,0.6,move_out,91.111891,29.662557,113.649644,34.75661
鎷夎惃,鍏板窞,0.55,move_out,91.111891,29.662557,103.823305,36.064226
鎷夎惃,鎴愰兘,4.27,move_in,91.111891,29.662557,104.067923,30.679943
鎷夎惃,娴疯タ,2.61,move_in,91.111891,29.662557,97.342625,37.373799
鎷夎惃,閲嶅簡,1.72,move_in,91.111891,29.662557,106.530635,29.544606
鎷夎惃,瑗垮畞,0.96,move_in,91.111891,29.662557,101.767921,36.640739
鎷夎惃,鍖椾含,0.69,move_in,91.111891,29.662557,116.395645,39.929986
鎷夎惃,瑗垮畨,0.58,move_in,91.111891,29.662557,108.953098,34.2778
鎷夎惃,缁甸槼,0.55,move_in,91.111891,29.662557,104.705519,31.504701
鎷夎惃,涓村,0.45,move_in,91.111891,29.662557,103.215249,35.598514
鎷夎惃,閬傚畞,0.4,move_in,91.111891,29.662557,105.564888,30.557491
鎷夎惃,鍏板窞,0.4,move_in,91.111891,29.662557,103.823305,36.064226
閭ｆ洸,娴疯タ,12.43,move_out,92.067018,31.48068,97.342625,37.373799
閭ｆ洸,鐜夋爲,2.36,move_out,92.067018,31.48068,97.013316,33.00624
閭ｆ洸,鎴愰兘,1.26,move_out,92.067018,31.48068,104.067923,30.679943
閭ｆ洸,瑗垮畞,0.74,move_out,92.067018,31.48068,101.767921,36.640739
閭ｆ洸,鍏板窞,0.51,move_out,92.067018,31.48068,103.823305,36.064226
閭ｆ洸,閲嶅簡,0.46,move_out,92.067018,31.48068,106.530635,29.544606
閭ｆ洸,鐪夊北,0.4,move_out,92.067018,31.48068,103.84143,30.061115
閭ｆ洸,閬傚畞,0.34,move_out,92.067018,31.48068,105.564888,30.557491
閭ｆ洸,宸翠腑,0.28,move_out,92.067018,31.48068,106.757916,31.869189
閭ｆ洸,闆呭畨,0.28,move_out,92.067018,31.48068,103.009356,29.999716
閭ｆ洸,娴疯タ,18.58,move_in,92.067018,31.48068,97.342625,37.373799
閭ｆ洸,涓村,0.78,move_in,92.067018,31.48068,103.215249,35.598514
閭ｆ洸,鐜夋爲,0.73,move_in,92.067018,31.48068,97.013316,33.00624
閭ｆ洸,鎴愰兘,0.61,move_in,92.067018,31.48068,104.067923,30.679943
閭ｆ洸,瑗垮畞,0.56,move_in,92.067018,31.48068,101.767921,36.640739
閭ｆ洸,鍏板窞,0.22,move_in,92.067018,31.48068,103.823305,36.064226
閭ｆ洸,閲嶅簡,0.16,move_in,92.067018,31.48068,106.530635,29.544606
閭ｆ洸,閬傚畞,0.16,move_in,92.067018,31.48068,105.564888,30.557491
閭ｆ洸,鍖椾含,0.16,move_in,92.067018,31.48068,116.395645,39.929986
閭ｆ洸,鍑夊北,0.16,move_in,92.067018,31.48068,102.259591,27.892393
鏃ュ杸鍒�,鎴愰兘,2.12,move_out,88.891486,29.269023,104.067923,30.679943
鏃ュ杸鍒�,娴疯タ,1.14,move_out,88.891486,29.269023,97.342625,37.373799
鏃ュ杸鍒�,鍖椾含,1.06,move_out,88.891486,29.269023,116.395645,39.929986
鏃ュ杸鍒�,閲嶅簡,0.63,move_out,88.891486,29.269023,106.530635,29.544606
鏃ュ杸鍒�,涓婃捣,0.42,move_out,88.891486,29.269023,121.487899,31.249162
鏃ュ杸鍒�,瑗垮畨,0.25,move_out,88.891486,29.269023,108.953098,34.2778
鏃ュ杸鍒�,缁甸槼,0.21,move_out,88.891486,29.269023,104.705519,31.504701
鏃ュ杸鍒�,閮戝窞,0.12,move_out,88.891486,29.269023,113.649644,34.75661
鏃ュ杸鍒�,姝﹀▉,0.12,move_out,88.891486,29.269023,102.640147,37.933172
鏃ュ杸鍒�,杩炰簯娓�,0.12,move_out,88.891486,29.269023,119.173872,34.601549
鏃ュ杸鍒�,鎴愰兘,2.58,move_in,88.891486,29.269023,104.067923,30.679943
鏃ュ杸鍒�,娴疯タ,0.86,move_in,88.891486,29.269023,97.342625,37.373799
鏃ュ杸鍒�,閲嶅簡,0.43,move_in,88.891486,29.269023,106.530635,29.544606
鏃ュ杸鍒�,鍖椾含,0.43,move_in,88.891486,29.269023,116.395645,39.929986
鏃ュ杸鍒�,瑗垮畞,0.32,move_in,88.891486,29.269023,101.767921,36.640739
鏃ュ杸鍒�,涓村,0.26,move_in,88.891486,29.269023,103.215249,35.598514
鏃ュ杸鍒�,瑗垮畨,0.21,move_in,88.891486,29.269023,108.953098,34.2778
鏃ュ杸鍒�,璧勯槼,0.16,move_in,88.891486,29.269023,104.63593,30.132191
鏃ュ杸鍒�,鍗楀厖,0.16,move_in,88.891486,29.269023,106.105554,30.800965
鏃ュ杸鍒�,娓崡,0.16,move_in,88.891486,29.269023,109.483933,34.502358
闃块噷,鍠€浠€,8.74,move_out,81.107669,30.404557,75.992973,39.470627
闃块噷,鎴愰兘,3.62,move_out,81.107669,30.404557,104.067923,30.679943
闃块噷,鍜岀敯,3.41,move_out,81.107669,30.404557,79.930239,37.116774
闃块噷,娴疯タ,1.49,move_out,81.107669,30.404557,97.342625,37.373799
闃块噷,瑗垮畨,0.85,move_out,81.107669,30.404557,108.953098,34.2778
闃块噷,寰烽槼,0.85,move_out,81.107669,30.404557,104.402398,31.13114
闃块噷,姹熼棬,0.85,move_out,81.107669,30.404557,113.078125,22.575117
闃块噷,涔岄瞾鏈ㄩ綈,0.63,move_out,81.107669,30.404557,87.564988,43.84038
闃块噷,涓村,0.42,move_out,81.107669,30.404557,103.215249,35.598514
闃块噷,闃垮厠鑻�,0.42,move_out,81.107669,30.404557,80.269846,41.171731
闃块噷,鍠€浠€,10.38,move_in,81.107669,30.404557,75.992973,39.470627
闃块噷,鍜岀敯,2.59,move_in,81.107669,30.404557,79.930239,37.116774
闃块噷,鎴愰兘,0.86,move_in,81.107669,30.404557,104.067923,30.679943
闃块噷,涓村,0.43,move_in,81.107669,30.404557,103.215249,35.598514
闃块噷,澶╂按,0.43,move_in,81.107669,30.404557,105.736932,34.584319
闃块噷,鍚村繝,0.43,move_in,81.107669,30.404557,106.208254,37.993561
闃块噷,娉稿窞,0.43,move_in,81.107669,30.404557,105.44397,28.89593
闃块噷,杈惧窞,0.43,move_in,81.107669,30.404557,107.494973,31.214199
闃块噷,闀挎槬,0.43,move_in,81.107669,30.404557,125.313642,43.898338
闃块噷,涔岄瞾鏈ㄩ綈,0.43,move_in,81.107669,30.404557,87.564988,43.84038
鏄嗘槑,璐甸槼,1.7,move_out,102.714601,25.049153,106.709177,26.629907
鏄嗘槑,鍏洏姘�,1.6,move_out,102.714601,25.049153,104.852087,26.591866
鏄嗘槑,閲嶅簡,1.48,move_out,102.714601,25.049153,106.530635,29.544606
鏄嗘槑,鎴愰兘,1.48,move_out,102.714601,25.049153,104.067923,30.679943
鏄嗘槑,鍑夊北,0.99,move_out,102.714601,25.049153,102.259591,27.892393
鏄嗘槑,榛旇タ鍗�,0.98,move_out,102.714601,25.049153,104.900558,25.095148
鏄嗘槑,姣曡妭,0.97,move_out,102.714601,25.049153,105.300492,27.302612
鏄嗘槑,鏀€鏋濊姳,0.86,move_out,102.714601,25.049153,101.722423,26.587571
鏄嗘槑,骞垮窞,0.64,move_out,102.714601,25.049153,113.30765,23.120049
鏄嗘槑,瀹夐『,0.64,move_out,102.714601,25.049153,105.92827,26.228595
鏄嗘槑,閲嶅簡,1.48,move_in,102.714601,25.049153,106.530635,29.544606
鏄嗘槑,鍏洏姘�,1.13,move_in,102.714601,25.049153,104.852087,26.591866
鏄嗘槑,鎴愰兘,0.91,move_in,102.714601,25.049153,104.067923,30.679943
鏄嗘槑,姣曡妭,0.72,move_in,102.714601,25.049153,105.300492,27.302612
鏄嗘槑,鍑夊北,0.6,move_in,102.714601,25.049153,102.259591,27.892393
鏄嗘槑,璐甸槼,0.54,move_in,102.714601,25.049153,106.709177,26.629907
鏄嗘槑,榛旇タ鍗�,0.53,move_in,102.714601,25.049153,104.900558,25.095148
鏄嗘槑,鏀€鏋濊姳,0.38,move_in,102.714601,25.049153,101.722423,26.587571
鏄嗘槑,鍖椾含,0.37,move_in,102.714601,25.049153,116.395645,39.929986
鏄嗘槑,瀹夐『,0.35,move_in,102.714601,25.049153,105.92827,26.228595
妤氶泟,鏀€鏋濊姳,2.75,move_out,101.529382,25.066356,101.722423,26.587571
妤氶泟,鍑夊北,0.73,move_out,101.529382,25.066356,102.259591,27.892393
妤氶泟,鎴愰兘,0.43,move_out,101.529382,25.066356,104.067923,30.679943
妤氶泟,璐甸槼,0.27,move_out,101.529382,25.066356,106.709177,26.629907
妤氶泟,閲嶅簡,0.27,move_out,101.529382,25.066356,106.530635,29.544606
妤氶泟,鍏洏姘�,0.15,move_out,101.529382,25.066356,104.852087,26.591866
妤氶泟,榛旇タ鍗�,0.13,move_out,101.529382,25.066356,104.900558,25.095148
妤氶泟,娣卞湷,0.08,move_out,101.529382,25.066356,114.025974,22.546054
妤氶泟,瀹夐『,0.07,move_out,101.529382,25.066356,105.92827,26.228595
妤氶泟,骞垮窞,0.06,move_out,101.529382,25.066356,113.30765,23.120049
妤氶泟,鏀€鏋濊姳,4.2,move_in,101.529382,25.066356,101.722423,26.587571
妤氶泟,鍑夊北,1.49,move_in,101.529382,25.066356,102.259591,27.892393
妤氶泟,鎴愰兘,0.85,move_in,101.529382,25.066356,104.067923,30.679943
妤氶泟,閲嶅簡,0.54,move_in,101.529382,25.066356,106.530635,29.544606
妤氶泟,姣曡妭,0.28,move_in,101.529382,25.066356,105.300492,27.302612
妤氶泟,鍏洏姘�,0.27,move_in,101.529382,25.066356,104.852087,26.591866
妤氶泟,璐甸槼,0.2,move_in,101.529382,25.066356,106.709177,26.629907
妤氶泟,涔愬北,0.2,move_in,101.529382,25.066356,103.760824,29.600958
妤氶泟,瀹夐『,0.18,move_in,101.529382,25.066356,105.92827,26.228595
妤氶泟,鍐呮睙,0.17,move_in,101.529382,25.066356,105.073056,29.599462
鐜夋邯,閲嶅簡,0.85,move_out,102.545068,24.370447,106.530635,29.544606
鐜夋邯,鎴愰兘,0.56,move_out,102.545068,24.370447,104.067923,30.679943
鐜夋邯,璐甸槼,0.55,move_out,102.545068,24.370447,106.709177,26.629907
鐜夋邯,鍏洏姘�,0.43,move_out,102.545068,24.370447,104.852087,26.591866
鐜夋邯,姣曡妭,0.29,move_out,102.545068,24.370447,105.300492,27.302612
鐜夋邯,鏀€鏋濊姳,0.25,move_out,102.545068,24.370447,101.722423,26.587571
鐜夋邯,骞垮窞,0.21,move_out,102.545068,24.370447,113.30765,23.120049
鐜夋邯,瀹滃,0.21,move_out,102.545068,24.370447,104.633019,28.769675
鐜夋邯,榛旇タ鍗�,0.19,move_out,102.545068,24.370447,104.900558,25.095148
鐜夋邯,鍗楀畞,0.15,move_out,102.545068,24.370447,108.297234,22.806493
鐜夋邯,閲嶅簡,0.75,move_in,102.545068,24.370447,106.530635,29.544606
鐜夋邯,鍏洏姘�,0.52,move_in,102.545068,24.370447,104.852087,26.591866
鐜夋邯,鎴愰兘,0.49,move_in,102.545068,24.370447,104.067923,30.679943
鐜夋邯,姣曡妭,0.46,move_in,102.545068,24.370447,105.300492,27.302612
鐜夋邯,璐甸槼,0.32,move_in,102.545068,24.370447,106.709177,26.629907
鐜夋邯,鏀€鏋濊姳,0.3,move_in,102.545068,24.370447,101.722423,26.587571
鐜夋邯,榛旇タ鍗�,0.25,move_in,102.545068,24.370447,104.900558,25.095148
鐜夋邯,瀹夐『,0.17,move_in,102.545068,24.370447,105.92827,26.228595
鐜夋邯,鍑夊北,0.15,move_in,102.545068,24.370447,102.259591,27.892393
鐜夋邯,鍐呮睙,0.15,move_in,102.545068,24.370447,105.073056,29.599462
绾㈡渤,閲嶅簡,0.51,move_out,103.384065,23.367718,106.530635,29.544606
绾㈡渤,璐甸槼,0.48,move_out,103.384065,23.367718,106.709177,26.629907
绾㈡渤,榛旇タ鍗�,0.4,move_out,103.384065,23.367718,104.900558,25.095148
绾㈡渤,鐧捐壊,0.36,move_out,103.384065,23.367718,106.631821,23.901512
绾㈡渤,鍏洏姘�,0.3,move_out,103.384065,23.367718,104.852087,26.591866
绾㈡渤,鍗楀畞,0.25,move_out,103.384065,23.367718,108.297234,22.806493
绾㈡渤,鎴愰兘,0.24,move_out,103.384065,23.367718,104.067923,30.679943
绾㈡渤,涓滆帪,0.21,move_out,103.384065,23.367718,113.763434,23.043024
绾㈡渤,娣卞湷,0.2,move_out,103.384065,23.367718,114.025974,22.546054
绾㈡渤,骞垮窞,0.19,move_out,103.384065,23.367718,113.30765,23.120049
绾㈡渤,閲嶅簡,0.91,move_in,103.384065,23.367718,106.530635,29.544606
绾㈡渤,榛旇タ鍗�,0.76,move_in,103.384065,23.367718,104.900558,25.095148
绾㈡渤,鐧捐壊,0.51,move_in,103.384065,23.367718,106.631821,23.901512
绾㈡渤,鍏洏姘�,0.4,move_in,103.384065,23.367718,104.852087,26.591866
绾㈡渤,鎴愰兘,0.33,move_in,103.384065,23.367718,104.067923,30.679943
绾㈡渤,姣曡妭,0.31,move_in,103.384065,23.367718,105.300492,27.302612
绾㈡渤,鍗楀畞,0.29,move_in,103.384065,23.367718,108.297234,22.806493
绾㈡渤,鍖楁捣,0.27,move_in,103.384065,23.367718,109.122628,21.472718
绾㈡渤,璐甸槼,0.26,move_in,103.384065,23.367718,106.709177,26.629907
绾㈡渤,骞垮窞,0.25,move_in,103.384065,23.367718,113.30765,23.120049
鏅幢,閲嶅簡,0.37,move_out,100.980058,22.788778,106.530635,29.544606
鏅幢,璐甸槼,0.17,move_out,100.980058,22.788778,106.709177,26.629907
鏅幢,娣卞湷,0.11,move_out,100.980058,22.788778,114.025974,22.546054
鏅幢,娉稿窞,0.1,move_out,100.980058,22.788778,105.44397,28.89593
鏅幢,鎴愰兘,0.1,move_out,100.980058,22.788778,104.067923,30.679943
鏅幢,鍖椾含,0.08,move_out,100.980058,22.788778,116.395645,39.929986
鏅幢,鏀€鏋濊姳,0.07,move_out,100.980058,22.788778,101.722423,26.587571
鏅幢,鍗楀畞,0.07,move_out,100.980058,22.788778,108.297234,22.806493
鏅幢,榛斿崡,0.07,move_out,100.980058,22.788778,107.523205,26.264536
鏅幢,姣曡妭,0.06,move_out,100.980058,22.788778,105.300492,27.302612
鏅幢,閲嶅簡,0.59,move_in,100.980058,22.788778,106.530635,29.544606
鏅幢,鎴愰兘,0.27,move_in,100.980058,22.788778,104.067923,30.679943
鏅幢,娣卞湷,0.25,move_in,100.980058,22.788778,114.025974,22.546054
鏅幢,鍏洏姘�,0.16,move_in,100.980058,22.788778,104.852087,26.591866
鏅幢,鍖椾含,0.16,move_in,100.980058,22.788778,116.395645,39.929986
鏅幢,璐甸槼,0.14,move_in,100.980058,22.788778,106.709177,26.629907
鏅幢,姣曡妭,0.13,move_in,100.980058,22.788778,105.300492,27.302612
鏅幢,閭甸槼,0.12,move_in,100.980058,22.788778,111.461525,27.236811
鏅幢,涓婃捣,0.1,move_in,100.980058,22.788778,121.487899,31.249162
鏅幢,閬傚畞,0.1,move_in,100.980058,22.788778,105.564888,30.557491
瑗垮弻鐗堢撼,閲嶅簡,1.66,move_out,100.803038,22.009433,106.530635,29.544606
瑗垮弻鐗堢撼,鎴愰兘,1.06,move_out,100.803038,22.009433,104.067923,30.679943
瑗垮弻鐗堢撼,璐甸槼,0.69,move_out,100.803038,22.009433,106.709177,26.629907
瑗垮弻鐗堢撼,鍏洏姘�,0.63,move_out,100.803038,22.009433,104.852087,26.591866
瑗垮弻鐗堢撼,鍖椾含,0.5,move_out,100.803038,22.009433,116.395645,39.929986
瑗垮弻鐗堢撼,涓婃捣,0.41,move_out,100.803038,22.009433,121.487899,31.249162
瑗垮弻鐗堢撼,鏉窞,0.38,move_out,100.803038,22.009433,120.219375,30.259244
瑗垮弻鐗堢撼,瀹滃,0.36,move_out,100.803038,22.009433,104.633019,28.769675
瑗垮弻鐗堢撼,榛旇タ鍗�,0.35,move_out,100.803038,22.009433,104.900558,25.095148
瑗垮弻鐗堢撼,瀹夐『,0.33,move_out,100.803038,22.009433,105.92827,26.228595
瑗垮弻鐗堢撼,閲嶅簡,1.14,move_in,100.803038,22.009433,106.530635,29.544606
瑗垮弻鐗堢撼,姣曡妭,0.41,move_in,100.803038,22.009433,105.300492,27.302612
瑗垮弻鐗堢撼,鍖椾含,0.36,move_in,100.803038,22.009433,116.395645,39.929986
瑗垮弻鐗堢撼,琛￠槼,0.33,move_in,100.803038,22.009433,112.583819,26.898164
瑗垮弻鐗堢撼,鎴愰兘,0.31,move_in,100.803038,22.009433,104.067923,30.679943
瑗垮弻鐗堢撼,涓婃捣,0.31,move_in,100.803038,22.009433,121.487899,31.249162
瑗垮弻鐗堢撼,闀挎矙,0.27,move_in,100.803038,22.009433,112.979353,28.213478
瑗垮弻鐗堢撼,鏉窞,0.27,move_in,100.803038,22.009433,120.219375,30.259244
瑗垮弻鐗堢撼,鏀€鏋濊姳,0.25,move_in,100.803038,22.009433,101.722423,26.587571
瑗垮弻鐗堢撼,鏍床,0.24,move_in,100.803038,22.009433,113.131695,27.827433
涓存钵,鎴愰兘,0.29,move_out,100.092613,23.887806,104.067923,30.679943
涓存钵,閲嶅簡,0.28,move_out,100.092613,23.887806,106.530635,29.544606
涓存钵,娣卞湷,0.17,move_out,100.092613,23.887806,114.025974,22.546054
涓存钵,涓滆帪,0.12,move_out,100.092613,23.887806,113.763434,23.043024
涓存钵,鏀€鏋濊姳,0.12,move_out,100.092613,23.887806,101.722423,26.587571
涓存钵,璐甸槼,0.12,move_out,100.092613,23.887806,106.709177,26.629907
涓存钵,骞垮窞,0.09,move_out,100.092613,23.887806,113.30765,23.120049
涓存钵,鍑夊北,0.09,move_out,100.092613,23.887806,102.259591,27.892393
涓存钵,閬傚畞,0.09,move_out,100.092613,23.887806,105.564888,30.557491
涓存钵,榛旇タ鍗�,0.08,move_out,100.092613,23.887806,104.900558,25.095148
涓存钵,閲嶅簡,0.24,move_in,100.092613,23.887806,106.530635,29.544606
涓存钵,鍖椾含,0.24,move_in,100.092613,23.887806,116.395645,39.929986
涓存钵,骞垮窞,0.17,move_in,100.092613,23.887806,113.30765,23.120049
涓存钵,鎴愰兘,0.15,move_in,100.092613,23.887806,104.067923,30.679943
涓存钵,娣卞湷,0.13,move_in,100.092613,23.887806,114.025974,22.546054
涓存钵,閬典箟,0.13,move_in,100.092613,23.887806,106.93126,27.699961
涓存钵,璐甸槼,0.13,move_in,100.092613,23.887806,106.709177,26.629907
涓存钵,閭甸槼,0.13,move_in,100.092613,23.887806,111.461525,27.236811
涓存钵,涓滆帪,0.12,move_in,100.092613,23.887806,113.763434,23.043024
涓存钵,鎯犲窞,0.12,move_in,100.092613,23.887806,114.410658,23.11354
澶х悊,鎴愰兘,1.39,move_out,100.223675,25.5969,104.067923,30.679943
澶х悊,閲嶅簡,0.82,move_out,100.223675,25.5969,106.530635,29.544606
澶х悊,鏀€鏋濊姳,0.76,move_out,100.223675,25.5969,101.722423,26.587571
澶х悊,璐甸槼,0.65,move_out,100.223675,25.5969,106.709177,26.629907
澶х悊,鍑夊北,0.46,move_out,100.223675,25.5969,102.259591,27.892393
澶х悊,鍏洏姘�,0.36,move_out,100.223675,25.5969,104.852087,26.591866
澶х悊,鍖椾含,0.34,move_out,100.223675,25.5969,116.395645,39.929986
澶х悊,骞垮窞,0.27,move_out,100.223675,25.5969,113.30765,23.120049
澶х悊,瀹夐『,0.26,move_out,100.223675,25.5969,105.92827,26.228595
澶х悊,娣卞湷,0.24,move_out,100.223675,25.5969,114.025974,22.546054
澶х悊,鎴愰兘,0.58,move_in,100.223675,25.5969,104.067923,30.679943
澶х悊,閲嶅簡,0.56,move_in,100.223675,25.5969,106.530635,29.544606
澶х悊,鍖椾含,0.47,move_in,100.223675,25.5969,116.395645,39.929986
澶х悊,鏀€鏋濊姳,0.37,move_in,100.223675,25.5969,101.722423,26.587571
澶х悊,鍏洏姘�,0.24,move_in,100.223675,25.5969,104.852087,26.591866
澶х悊,骞垮窞,0.23,move_in,100.223675,25.5969,113.30765,23.120049
澶х悊,鍑夊北,0.21,move_in,100.223675,25.5969,102.259591,27.892393
澶х悊,璐甸槼,0.2,move_in,100.223675,25.5969,106.709177,26.629907
澶х悊,娣卞湷,0.19,move_in,100.223675,25.5969,114.025974,22.546054
澶х悊,涓婃捣,0.19,move_in,100.223675,25.5969,121.487899,31.249162
淇濆北,閲嶅簡,0.41,move_out,99.177996,25.120489,106.530635,29.544606
淇濆北,鎴愰兘,0.41,move_out,99.177996,25.120489,104.067923,30.679943
淇濆北,鍖椾含,0.28,move_out,99.177996,25.120489,116.395645,39.929986
淇濆北,娣卞湷,0.26,move_out,99.177996,25.120489,114.025974,22.546054
淇濆北,鏀€鏋濊姳,0.24,move_out,99.177996,25.120489,101.722423,26.587571
淇濆北,涓婃捣,0.24,move_out,99.177996,25.120489,121.487899,31.249162
淇濆北,璐甸槼,0.22,move_out,99.177996,25.120489,106.709177,26.629907
淇濆北,骞垮窞,0.2,move_out,99.177996,25.120489,113.30765,23.120049
淇濆北,鍑夊北,0.16,move_out,99.177996,25.120489,102.259591,27.892393
淇濆北,涓滆帪,0.12,move_out,99.177996,25.120489,113.763434,23.043024
淇濆北,閲嶅簡,0.38,move_in,99.177996,25.120489,106.530635,29.544606
淇濆北,瑗垮畨,0.34,move_in,99.177996,25.120489,108.953098,34.2778
淇濆北,鎴愰兘,0.32,move_in,99.177996,25.120489,104.067923,30.679943
淇濆北,娣卞湷,0.31,move_in,99.177996,25.120489,114.025974,22.546054
淇濆北,涓滆帪,0.24,move_in,99.177996,25.120489,113.763434,23.043024
淇濆北,鍖椾含,0.22,move_in,99.177996,25.120489,116.395645,39.929986
淇濆北,鍏洏姘�,0.2,move_in,99.177996,25.120489,104.852087,26.591866
淇濆北,涓婃捣,0.16,move_in,99.177996,25.120489,121.487899,31.249162
淇濆北,骞垮窞,0.15,move_in,99.177996,25.120489,113.30765,23.120049
淇濆北,鏀€鏋濊姳,0.11,move_in,99.177996,25.120489,101.722423,26.587571
鎬掓睙,鏋楄姖,1.05,move_out,98.859932,25.860677,94.349985,29.666941
鎬掓睙,閲嶅簡,0.36,move_out,98.859932,25.860677,106.530635,29.544606
鎬掓睙,鏀€鏋濊姳,0.29,move_out,98.859932,25.860677,101.722423,26.587571
鎬掓睙,鎴愰兘,0.25,move_out,98.859932,25.860677,104.067923,30.679943
鎬掓睙,鎬€鍖�,0.1,move_out,98.859932,25.860677,109.986959,27.557483
鎬掓睙,榛旇タ鍗�,0.1,move_out,98.859932,25.860677,104.900558,25.095148
鎬掓睙,鍑夊北,0.1,move_out,98.859932,25.860677,102.259591,27.892393
鎬掓睙,娣卞湷,0.07,move_out,98.859932,25.860677,114.025974,22.546054
鎬掓睙,鐧捐壊,0.07,move_out,98.859932,25.860677,106.631821,23.901512
鎬掓睙,閬傚畞,0.03,move_out,98.859932,25.860677,105.564888,30.557491
鎬掓睙,鏋楄姖,1,move_in,98.859932,25.860677,94.349985,29.666941
鎬掓睙,鎴愰兘,0.42,move_in,98.859932,25.860677,104.067923,30.679943
鎬掓睙,鏄岄兘,0.21,move_in,98.859932,25.860677,97.185582,31.140576
鎬掓睙,涓婃捣,0.21,move_in,98.859932,25.860677,121.487899,31.249162
鎬掓睙,骞垮窞,0.17,move_in,98.859932,25.860677,113.30765,23.120049
鎬掓睙,瑗垮畨,0.14,move_in,98.859932,25.860677,108.953098,34.2778
鎬掓睙,娉稿窞,0.14,move_in,98.859932,25.860677,105.44397,28.89593
鎬掓睙,閲嶅簡,0.14,move_in,98.859932,25.860677,106.530635,29.544606
鎬掓睙,濞勫簳,0.14,move_in,98.859932,25.860677,111.996396,27.741073
鎬掓睙,姣曡妭,0.1,move_in,98.859932,25.860677,105.300492,27.302612
涓芥睙,鏀€鏋濊姳,4.88,move_out,100.229628,26.875351,101.722423,26.587571
涓芥睙,鍑夊北,4.79,move_out,100.229628,26.875351,102.259591,27.892393
涓芥睙,鎴愰兘,3.07,move_out,100.229628,26.875351,104.067923,30.679943
涓芥睙,閲嶅簡,1.42,move_out,100.229628,26.875351,106.530635,29.544606
涓芥睙,璐甸槼,0.87,move_out,100.229628,26.875351,106.709177,26.629907
涓芥睙,鍖椾含,0.72,move_out,100.229628,26.875351,116.395645,39.929986
涓芥睙,娣卞湷,0.68,move_out,100.229628,26.875351,114.025974,22.546054
涓芥睙,闆呭畨,0.66,move_out,100.229628,26.875351,103.009356,29.999716
涓芥睙,骞垮窞,0.48,move_out,100.229628,26.875351,113.30765,23.120049
涓芥睙,瑗垮畨,0.47,move_out,100.229628,26.875351,108.953098,34.2778
涓芥睙,鍑夊北,4.18,move_in,100.229628,26.875351,102.259591,27.892393
涓芥睙,鏀€鏋濊姳,4,move_in,100.229628,26.875351,101.722423,26.587571
涓芥睙,鎴愰兘,1.64,move_in,100.229628,26.875351,104.067923,30.679943
涓芥睙,閲嶅簡,0.92,move_in,100.229628,26.875351,106.530635,29.544606
涓芥睙,涓婃捣,0.71,move_in,100.229628,26.875351,121.487899,31.249162
涓芥睙,璐甸槼,0.71,move_in,100.229628,26.875351,106.709177,26.629907
涓芥睙,鍖椾含,0.7,move_in,100.229628,26.875351,116.395645,39.929986
涓芥睙,鐢樺瓬,0.63,move_in,100.229628,26.875351,101.969232,30.055144
涓芥睙,閮戝窞,0.58,move_in,100.229628,26.875351,113.649644,34.75661
涓芥睙,骞垮窞,0.57,move_in,100.229628,26.875351,113.30765,23.120049
杩簡,鐢樺瓬,4,move_out,99.713682,27.831029,101.969232,30.055144
杩簡,鏄岄兘,1.76,move_out,99.713682,27.831029,97.185582,31.140576
杩簡,鎴愰兘,1.32,move_out,99.713682,27.831029,104.067923,30.679943
杩簡,閲嶅簡,0.52,move_out,99.713682,27.831029,106.530635,29.544606
杩簡,鏀€鏋濊姳,0.46,move_out,99.713682,27.831029,101.722423,26.587571
杩簡,骞垮窞,0.36,move_out,99.713682,27.831029,113.30765,23.120049
杩簡,璐甸槼,0.31,move_out,99.713682,27.831029,106.709177,26.629907
杩簡,涓婃捣,0.29,move_out,99.713682,27.831029,121.487899,31.249162
杩簡,鍑夊北,0.18,move_out,99.713682,27.831029,102.259591,27.892393
杩簡,闀挎矙,0.18,move_out,99.713682,27.831029,112.979353,28.213478
杩簡,鐢樺瓬,8.12,move_in,99.713682,27.831029,101.969232,30.055144
杩簡,鏄岄兘,2.62,move_in,99.713682,27.831029,97.185582,31.140576
杩簡,鎴愰兘,0.72,move_in,99.713682,27.831029,104.067923,30.679943
杩簡,閲嶅簡,0.63,move_in,99.713682,27.831029,106.530635,29.544606
杩簡,闀挎矙,0.4,move_in,99.713682,27.831029,112.979353,28.213478
杩簡,鏋楄姖,0.34,move_in,99.713682,27.831029,94.349985,29.666941
杩簡,涓婃捣,0.31,move_in,99.713682,27.831029,121.487899,31.249162
杩簡,鎷夎惃,0.23,move_in,99.713682,27.831029,91.111891,29.662557
杩簡,鏀€鏋濊姳,0.23,move_in,99.713682,27.831029,101.722423,26.587571
